ZeroSignal,HighAmplitudeIndex,ClippingIndex,AvgSignalAmplitude,BackgroundNoise,Snr,AvgSnrOfActiveFrames,Activity,EventsPerSecond,HighFreqCover,MidFreqCover,LowFreqCover,AcousticComplexity,TemporalEntropy,EntropyOfAverageSpectrum,EntropyOfVarianceSpectrum,EntropyOfPeaksSpectrum,EntropyOfCoVSpectrum,ClusterCount,ThreeGramCount,Ndsi,SptDensity,RankOrder,FileName,ResultStartSeconds,SegmentDurationSeconds,ResultMinute
0,0,0,-35.3039624232885,-35.7313892154509,10.7566949302987,6.83027418834097,0.0143149284253579,0,0.0449647139019207,0.00228557680741008,0.0179723139845839,0.411053779141036,0.0358560830286812,0,0,1,-4.44089209850063E-16,0,0,0.133189755652776,4.30265848670757,29,botanic_gardens,29,1,0
0,0,0,-35.7897998517247,-34.916130274316,5.5684601137942,0,0,0,0.0392307229640322,0.00489193632463211,0.0116407110272141,0.404120469476771,0.0315437404402531,0,0,1,-4.44089209850063E-16,0,0,0.170187427918951,5.1799591002045,30,botanic_gardens,30,1,0
0,0,0,-28.352661316114,-35.1017062339015,25.4162926042807,12.0877489368384,0.298568507157464,27,0.109281647219215,0.0296724006576046,0.0584395154947302,0.406481130589131,0.235322130473679,0.0871099846694304,0.142756935215596,0.904052924714912,0.0196340629800938,0,0,-0.314214033998446,8.69120654396728,31,botanic_gardens,31,1,0
0,0,0,-30.2429951263572,-35.0316720946398,17.8276286124918,9.02417965205946,0.302658486707566,42,0.114464292874614,0.00413007738882874,0.0382255781028787,0.393031152783854,0.0988251873973623,0,0,1,-4.44089209850063E-16,0,0,-0.0830677684793318,6.75460122699386,32,botanic_gardens,32,1,0
0,0,0,-30.2996262082313,-35.4474669235787,27.8101501130256,11.2650210229386,0.210633946830266,26,0.0828270981194114,0.0147961024900758,0.0453830423155577,0.413156039571556,0.330981135172183,0.03340830067017,0.0994516696186072,0.975554549077255,0.0219890254445176,0,0,-0.323704418131533,7.39877300613497,33,botanic_gardens,33,1,0
0,0,0,-35.425882914322,-35.5336616037774,10.1696589710787,7.81162850167251,0.0184049079754601,3,0.0383485705120494,0.00429046874373472,0.0169498190970584,0.411479614701872,0.0399354224285658,0,0,1,-4.44089209850063E-16,0,0,0.0546880344178062,4.25766871165644,34,botanic_gardens,34,1,0
0,0,0,-34.9272006596494,-35.7492682955979,12.8544965242754,7.63853716002445,0.0429447852760736,5,0.0469044468503147,0.00433056658246121,0.0343715589114362,0.411544581892715,0.0602243418770595,0,0,1,-4.44089209850063E-16,0,0,0.134527135708391,4.96932515337423,35,botanic_gardens,35,1,0
0,0,0,-36.0210411965096,-36.698164684683,9.4045598590552,7.37160364165257,0.032719836400818,4,0.038067885640964,0.00236577248486307,0.0130957999056159,0.409088156955171,0.0432438998064537,0,0,1,-4.44089209850063E-16,0,0,0.00926468365212601,3.91002044989775,36,botanic_gardens,36,1,0
0,0,0,-35.7433514004287,-37.1291946769706,12.6345059198937,7.85647677765906,0.0429447852760736,5,0.0428645895986206,0.00408997955010225,0.0172644329086047,0.407448411610924,0.0494148755628783,0,0,1,-4.44089209850063E-16,0,0,0.163194100866427,3.39877300613497,37,botanic_gardens,37,1,0
0,0,0,-34.6704852209885,-36.4194090996021,17.7610331488494,8.24141843606999,0.0920245398773006,13.5,0.0526534744777256,0.00445086009864069,0.0244612238477269,0.409115941567554,0.0880125131940841,0,0,1,-4.44089209850063E-16,0,0,0.463159910952141,4.69120654396728,38,botanic_gardens,38,1,0
0,0,0,-34.721703159604,-34.4736564017189,7.69832143224791,6.90741708018601,0.0081799591002045,0,0.0445186254460885,0.00280684871085449,0.0183655812490168,0.413497758028282,0.0383187329698124,0,0,1,-4.44089209850063E-16,0,0,-0.144003341004993,4.5398773006135,39,botanic_gardens,39,1,0
0,0,0,-33.5420550501713,-35.4123771626432,13.261654342662,8.18089657038562,0.104294478527607,15,0.0500822005693893,0.0022053811299571,0.0367704892244769,0.400382365842899,0.0715779600008492,0,0,1,-4.44089209850063E-16,0,0,-0.131194314837738,6.16155419222904,40,botanic_gardens,40,1,0
0,0,0,-33.369273394538,-34.8194090996021,13.8153573765284,8.19218948213085,0.0899795501022495,12,0.0581318416937327,0.00232567464613657,0.027450055057417,0.404014179477438,0.0774558365111406,0,0,1,-4.44089209850063E-16,0,0,-0.352149094274277,5.26584867075665,41,botanic_gardens,41,1,0
0,0,0,-35.0100908126377,-34.9975874426785,7.41057576752648,6.71475815366886,0.016359918200409,2,0.0431903845382734,0.00200489193632463,0.0206465313827277,0.407957402993003,0.0368725397939204,0,0,1,-4.44089209850063E-16,0,0,0.112139243118725,5.60736196319018,42,botanic_gardens,42,1,0
0,0,0,-34.7390502095932,-35.5474669235787,9.12346827522135,7.10896135368748,0.0204498977505112,3,0.0594249969926621,0.00364890332411083,0.0306355198993236,0.405001364139882,0.0367605907507161,0,0,1,-4.44089209850063E-16,0,0,0.202957735954322,5.66257668711656,43,botanic_gardens,43,1,0
0,0,0,-34.3970182274988,-34.6017062339015,14.3959721774656,8.58963455077297,0.0593047034764826,7,0.0524429608244116,0.00296724006576046,0.0257590058203555,0.410399513358744,0.101796661510336,0.433704528035248,0.479948899160659,0.985045195533229,0.0658023920411129,0,0,0.402183881722116,4.71574642126789,44,botanic_gardens,44,1,0
0,0,0,-32.0459622795881,-38.2020128735327,30.4074577701518,9.28729507693792,0.335378323108384,34,0.0592796423272786,0.160792333293235,0.399520213937392,0.670724219325227,0.316618632927026,0.233440992429886,0.377959012576176,0.398702885445398,0.27290199530277,0,0,0.79894125906216,8.50306748466258,45,botanic_gardens,45,1,0
0,0,0,-37.0528819604913,-38.2111518948092,9.01762756572996,7.19477622534454,0.0449897750511247,4,0.0338526003448414,0.00184450058141866,0.0157306905773163,0.407319432322887,0.0410650923976679,0.347910566686799,0.388855713697008,0.992520461776952,0.0826032683868148,0,0,0.219939012211426,3.39877300613497,46,botanic_gardens,46,1,0
0,0,0,-36.8810359996522,-38.3020582529339,8.52398992056581,6.8009862347401,0.0408997955010225,3,0.0302688560086611,0.00236577248486307,0.0241466100361806,0.407799575222485,0.0344353591877669,0.457128701990724,0.567140406695894,0.992520461776952,0.0713892011232288,0,0,0.164402408592108,3.24130879345603,47,botanic_gardens,47,1,0
0,0,0,-36.9953108792183,-38.2488114149909,7.87906276206455,6.81230415153797,0.0347648261758691,3,0.0348400096234813,0.00336821845302538,0.0226915211577788,0.414456453908478,0.0348295439653183,0,0,1,-4.44089209850063E-16,0,0,0.132163551522783,4.34969325153374,48,botanic_gardens,48,1,0
0,0,0,-36.8104969370235,-37.8861729092692,8.50734257312941,6.73221761423392,0.0265848670756646,2,0.0381631180079394,0.0027266530334015,0.0198599968538619,0.404114908242304,0.036980942820945,0,0,1,-4.44089209850063E-16,0,0,0.106323190007217,4.52760736196319,49,botanic_gardens,49,1,0
0,0,0,-37.0137797791293,-38.1623869278705,8.82248937604457,6.88432689180944,0.032719836400818,4.5,0.0343488110990818,0.0043706644211877,0.026899480887211,0.413978710807919,0.0364224529476048,0,0,1,-4.44089209850063E-16,0,0,0.166961097980025,4.37014314928425,50,botanic_gardens,50,1,0
0,0,0,-37.077047521455,-37.51185666188,8.31068966654604,6.85230576144474,0.0122699386503067,1.5,0.0318928184770841,0.00445086009864069,0.026230926537675,0.404131443386714,0.0356840684942726,0,0,1,-4.44089209850063E-16,0,0,0.310371989436461,3.640081799591,51,botanic_gardens,51,1,0
0,0,0,-36.0999138830553,-37.6629667351729,9.4029072259656,6.88274337130036,0.0552147239263804,6,0.036950158386463,0.00268655519467501,0.041647003303445,0.404056011638082,0.0383354559518057,0,0,1,-4.44089209850063E-16,0,0,0.376024681685727,2.97750511247444,52,botanic_gardens,52,1,0
0,0,0,-35.6511930813342,-37.3462416557447,9.25603287823917,7.03978379989826,0.0613496932515337,9,0.0446188700429047,0.0038092946790168,0.0474280320906088,0.405595332615767,0.0397620606393945,0,0,1,-4.44089209850063E-16,0,0,0.371020500121731,4.25562372188139,53,botanic_gardens,53,1,0
0,0,0,-35.9160083840876,-37.4184333319814,9.00610731624338,6.9684773817397,0.0572597137014315,6,0.0438971089458278,0.00316772925939292,0.0301635991820041,0.403099013725568,0.0402064868424435,0,0,1,-4.44089209850063E-16,0,0,0.223375314433613,4.90184049079755,54,botanic_gardens,54,1,0
0,0,0,-35.5795651754806,-37.7243513697264,9.60718868498014,7.12456862579399,0.102249488752556,15,0.049265207105337,0.00320782709811941,0.0353940537989618,0.411006711530387,0.0441422244963889,0,0,1,-4.44089209850063E-16,0,0,0.229563673550262,5.0081799591002,55,botanic_gardens,55,1,0
0,0,0,-36.109260659889,-36.9020996594281,8.4055801931623,6.87168399077941,0.0204498977505112,1,0.0416967400457115,0.00429046874373472,0.0256803523674689,0.407531065559823,0.0368256846101217,0,0,1,-4.44089209850063E-16,0,0,0.1867699127178,3.9959100204499,56,botanic_gardens,56,1,0
0,0,0,-37.0437359322101,-38.6263339697155,13.1435480890814,7.15271639654184,0.0408997955010225,4,0.0301335258029592,0.00344841413047837,0.0265455403492213,0.410583415363991,0.0408273491369051,0,0,1,-4.44089209850063E-16,0,0,0.341987774536727,3.80572597137014,57,botanic_gardens,57,1,0
0,0,0,-36.5889194380463,-36.5997551952685,8.0820592301636,6.53059183870646,0.0143149284253579,0,0.038278399294278,0.00292714222703396,0.0287478370300456,0.405735080548981,0.0364690503714331,0,0,1,-4.44089209850063E-16,0,0,0.140128379920666,3.93660531697342,58,botanic_gardens,58,1,0
0,0,0,-36.3731939182983,-36.5997551952685,9.85328661872715,7.33336222081041,0.0184426229508197,3,0.040506468981035,0.0037769206043073,0.0359394703656998,0.403250588814437,0.0434173208544093,0,0,1,-4.44089209850063E-16,0,0,0.319847733032244,4.75664621676892,59,botanic_gardens,59,1,0
